     Orientation no.            sigma (A)       epsilon (cm-1)
                1065                 3.39              230.704
                1066                 3.74              188.654
                1067                 3.56              221.067
                1068                 4.37              116.730
                1069                 3.30              229.825
                1070                 3.21              227.389
                1071                 4.28              129.477
                1072                 3.65              216.827
                1073                 3.92              164.540
                1074                 3.21              252.555
                1075                 3.47              229.076
                1076                 4.37               94.750
                1077                 3.47              229.872
                1078                 3.12              251.190
                1079                 4.01              158.271
                1080                 3.65              215.476
                1081                 4.28              133.544
                1082                 3.21              228.096
                1083                 3.39              229.448
                1084                 4.28              113.912
                1085                 3.56              220.309
                1086                 3.56              201.214
                1087                 3.47              218.750
                1088                 3.56              222.023
                1089                 4.28              107.754
                1090                 3.39              230.299
                1091                 3.21              230.686
                1092                 4.19              140.120
                1093                 3.65              213.391
                1094                 4.10              151.080
                1095                 3.12              243.752
                1096                 3.47              228.671
                1097                 4.37               97.902
                1098                 3.56              223.705
                1099                 3.30              244.332
                1100                 3.83              176.827
                1101                 3.65              214.477
                1102                 4.28              127.224
                1103                 3.30              226.476
                1104                 3.30              226.492
                1105                 4.28              127.146
                1106                 3.65              213.956
                1107                 3.83              177.542
                1108                 3.30              243.531
                1109                 3.56              222.496
                1110                 4.37               98.681
                1111                 3.47              227.364
                1112                 3.12              241.167
                1113                 4.10              151.469
                1114                 3.65              210.334
                1115                 4.19              142.335
                1116                 3.21              228.799
                1117                 3.39              227.830
                1118                 4.28              109.483
                1119                 3.56              217.946
                1120                 3.47              220.419
                1121                 3.56              202.705
                1122                 3.56              214.152
                1123                 4.28              118.665
                1124                 3.39              226.467
                1125                 3.21              224.007
                1126                 4.19              137.539
                1127                 3.65              209.012
                1128                 3.92              161.533
                1129                 3.12              246.564
                1130                 3.47              223.734
                1131                 4.37               96.274
                1132                 3.47              221.834
                1133                 3.21              248.183
                1134                 3.92              167.570
                1135                 3.65              208.313
                1136                 4.19              135.147
                1137                 3.30              222.774
                1138                 3.39              224.356
                1139                 4.28              124.355
                1140                 3.65              210.870
                1141                 3.65              195.336
                1142                 3.39              230.589
                1143                 3.56              215.668
                1144                 4.28              106.514
                1145                 3.47              223.980
                1146                 3.21              228.714
                1147                 4.10              149.102
                1148                 3.65              204.133
                1149                 4.10              151.440
                1150                 3.21              231.134
                1151                 3.47              223.437
                1152                 4.37              103.310
                1153                 3.56              215.417
                1154                 3.30              237.812
                1155                 3.65              189.334
                1156                 3.65              207.534
                1157                 4.28              129.024
                1158                 3.39              221.774
                1159                 3.30              221.190
                1160                 4.19              135.983
                1161                 3.65              204.340
                1162                 3.83              175.567
                1163                 3.21              246.248
                1164                 3.56              216.767
                1165                 4.37               98.578
                1166                 3.47              219.510
                1167                 3.12              239.498
                1168                 3.92              161.565
                1169                 3.74              200.877
                1170                 4.19              144.487
                1171                 3.21              220.242
                1172                 3.39              221.598
                1173                 4.28              119.025
                1174                 3.65              207.787
                1175                 3.47              214.281
                1176                 3.47              216.772
                1177                 3.65              207.678
                1178                 4.28              117.847
                1179                 3.39              220.464
                1180                 3.21              219.794
                1181                 4.10              147.220
                1182                 3.74              198.936
                1183                 3.92              162.093
                1184                 3.12              235.629
                1185                 3.47              216.784
                1186                 4.37              100.042
                1187                 3.56              212.834
                1188                 3.21              244.445
                1189                 3.74              180.161
                1190                 3.74              199.301
                1191                 4.19              139.588
                1192                 3.30              217.483
                1193                 3.39              218.371
                1194                 4.28              132.662
                1195                 3.65              199.722
                1196                 3.65              191.818
                1197                 3.30              238.749
                1198                 3.65              208.025
                1199                 4.37              104.618
                1200                 3.47              216.719
                1201                 3.21              226.474
                1202                 4.01              159.914
                1203                 3.74              195.239
                1204                 4.10              154.163
                1205                 3.21              220.776
                1206                 3.47              217.127
                1207                 4.28              110.596
                1208                 3.65              204.864
                1209                 3.39              229.468
                1210                 3.56              204.433
                1211                 3.65              198.668
                1212                 4.28              128.814
                1213                 3.39              216.566
                1214                 3.30              215.216
                1215                 4.19              146.271
                1216                 3.74              194.331
                1217                 3.83              176.056
                1218                 3.21              239.128
                1219                 3.56              209.867
                1220                 4.37              100.135
                1221                 3.56              210.220
                1222                 3.21              237.127
                1223                 3.83              175.021
                1224                 3.74              192.645
                1225                 4.10              148.989
                1226                 3.30              213.918
                1227                 3.39              214.284
                1228                 4.28              127.837
                1229                 3.74              196.523
                1230                 3.47              208.390
                1231                 3.39              228.316
                1232                 3.65              200.000
                1233                 4.28              113.732
                1234                 3.47              213.456
                1235                 3.21              215.197
                1236                 4.01              158.531
                1237                 3.74              188.912
                1238                 3.92              166.024
                1239                 3.21              223.154
                1240                 3.56              210.423
                1241                 4.37              105.436
                1242                 3.65              202.178
                1243                 3.21              239.048
                1244                 3.65              195.054
                1245                 3.74              191.552
                1246                 4.19              140.556
                1247                 3.39              212.148
                1248                 3.39              211.788
                1249                 4.19              144.198
                1250                 3.74              189.806
                1251                 3.65              190.631
                1252                 3.21              240.025
                1253                 3.65              201.563
                1254                 4.37              104.195
                1255                 3.56              207.527
                1256                 3.21              224.193
                1257                 3.92              171.825
                1258                 3.83              185.536
                1259                 4.01              159.167
                1260                 3.30              211.145
                1261                 3.47              209.986
                1262                 4.28              118.804
                1263                 3.74              193.694
                1264                 3.39              226.227
                1265                 3.47              217.793
                1266                 3.74              191.778
                1267                 4.28              125.548
                1268                 3.47              209.708
                1269                 3.30              208.903
                1270                 4.10              157.676
                1271                 3.83              184.071
                1272                 3.83              179.207
                1273                 3.21              227.251
                1274                 3.65              202.248
                1275                 4.37              103.278
                1276                 3.65              199.718
                1277                 3.21              235.470
                1278                 3.74              188.720
                1279                 3.83              183.902
                1280                 4.10              150.530
                1281                 3.39              207.519
                1282                 3.47              207.828
                1283                 4.19              135.264
                1284                 3.74              185.659
                1285                 3.56              207.511
                1286                 3.30              235.524
                1287                 3.74              192.661
                1288                 4.37              111.205
                1289                 3.56              204.652
                1290                 3.21              210.529
                1291                 3.92              170.644
                1292                 3.83              180.186
                1293                 3.92              170.779
                1294                 3.30              209.910
                1295                 3.56              203.785
                1296                 4.37              111.639
                1297                 3.74              191.224
                1298                 3.30              235.283
                1299                 3.56              208.846
                1300                 3.83              183.385
                1301                 4.19              135.470
                1302                 3.47              205.490
                1303                 3.39              204.813
                1304                 4.10              152.698
                1305                 3.83              180.035
                1306                 3.65              191.702
                1307                 3.21              231.851
                1308                 3.65              194.349
                1309                 4.37              104.851
                1310                 3.65              197.400
                1311                 3.21              222.063
                1312                 3.83              183.946
                1313                 3.83              177.447
                1314                 4.01              160.524
                1315                 3.39              203.120
                1316                 3.56              202.572
                1317                 4.28              126.358
                1318                 3.83              182.866
                1319                 3.39              223.364
                1320                 3.39              228.351
                1321                 3.74              183.969
                1322                 4.28              119.047
                1323                 3.56              201.479
                1324                 3.30              202.510
                1325                 4.01              168.072
                1326                 3.83              174.501
                1327                 3.83              183.111
                1328                 3.21              212.889
                1329                 3.65              196.290
                1330                 4.37              107.818
                1331                 3.74              189.098
                1332                 3.21              233.559
                1333                 3.56              202.184
                1334                 3.83              176.361
                1335                 4.19              146.931
                1336                 3.47              200.899
                1337                 3.47              200.979
                1338                 4.19              143.629
                1339                 3.83              176.313
                1340                 3.56              208.627
                1341                 3.21              234.193
                1342                 3.74              186.286
                1343                 4.37              110.188
                1344                 3.65              195.083
                1345                 3.30              206.782
                1346                 3.83              182.413
                1347                 3.92              171.730
                1348                 3.92              171.557
                1349                 3.30              200.024
                1350                 3.56              196.570
                1351                 4.37              117.895
                1352                 3.83              180.746
                1353                 3.30              233.450
                1354                 3.39              222.062
                1355                 3.83              176.844
                1356                 4.28              130.231
                1357                 3.56              197.911
                1358                 3.39              197.608
                1359                 4.10              159.588
                1360                 3.92              170.942
                1361                 3.74              194.956
                1362                 3.21              218.026
                1363                 3.74              188.126
                1364                 4.45              108.249
                1365                 3.74              187.229
                1366                 3.21              220.264
                1367                 3.65              198.195
                1368                 3.92              170.192
                1369                 4.10              157.937
                1370                 3.47              196.152
                1371                 3.56              196.288
                1372                 4.28              132.377
                1373                 3.83              173.128
                1374                 3.47              221.408
                1375                 3.30              233.715
                1376                 3.83              178.286
                1377                 4.37              117.620
                1378                 3.65              192.605
                1379                 3.39              196.732
                1380                 3.92              176.925
                1381                 3.92              167.141
                1382                 3.83              183.476
                1383                 3.30              200.096
                1384                 3.65              189.849
                1385                 4.37              113.565
                1386                 3.83              179.006
                1387                 3.21              231.333
                1388                 3.47              216.399
                1389                 3.92              169.889
                1390                 4.19              139.764
                1391                 3.56              193.913
                1392                 3.47              193.776
                1393                 4.19              147.727
                1394                 3.92              167.815
                1395                 3.56              208.862
                1396                 3.21              223.986
                1397                 3.83              179.796
                1398                 4.45              112.108
                1399                 3.74              185.471
                1400                 3.30              203.842
                1401                 3.74              192.896
                1402                 3.92              164.453
                1403                 4.01              168.239
                1404                 3.39              192.108
                1405                 3.65              190.490
                1406                 4.37              123.598
                1407                 3.92              171.127
                1408                 3.30              230.815
                1409                 3.39              229.721
                1410                 3.92              170.565
                1411                 4.37              124.392
                1412                 3.65              189.814
                1413                 3.47              190.962
                1414                 4.01              166.764
                1415                 4.01              162.654
                1416                 3.74              195.455
                1417                 3.30              202.592
                1418                 3.74              182.545
                1419                 4.45              114.015
                1420                 3.83              177.567
                1421                 3.21              218.845
                1422                 3.56              210.164
                1423                 3.92              163.438
                1424                 4.10              148.690
                1425                 3.56              189.556
                1426                 3.56              189.588
                1427                 4.19              136.689
                1428                 3.92              165.121
                1429                 3.47              221.995
                1430                 3.21              227.947
                1431                 3.83              172.419
                1432                 4.37              117.000
                1433                 3.74              183.649
                1434                 3.39              192.056
                1435                 3.83              183.974
                1436                 4.01              160.296
                1437                 3.92              178.247
                1438                 3.39              189.993
                1439                 3.74              183.814
                1440                 4.37              120.228
                1441                 3.92              169.767
                1442                 3.30              230.466
                1443                 3.39              225.729
                1444                 3.92              164.083
                1445                 4.28              133.938
                1446                 3.65              186.605
                1447                 3.56              186.870
                1448                 4.10              154.364
                1449                 4.01              160.211
                1450                 3.65              206.706
                1451                 3.30              207.925
                1452                 3.83              175.125
                1453                 4.45              117.131
                1454                 3.83              176.295
                1455                 3.30              201.920
                1456                 3.65              201.569
                1457                 4.01              158.913
                1458                 4.01              158.161
                1459                 3.47              185.360
                1460                 3.65              184.546
                1461                 4.28              129.738
                1462                 3.92              162.994
                1463                 3.39              230.296
                1464                 3.30              231.891
                1465                 3.92              165.849
                1466                 4.37              124.681
                1467                 3.74              181.590
                1468                 3.47              185.282
                1469                 3.92              171.404
                1470                 4.01              156.745
                1471                 3.83              188.063
                1472                 3.39              189.728
                1473                 3.83              176.645
                1474                 4.45              120.130
                1475                 3.92              168.708
                1476                 3.30              217.902
                1477                 3.47              218.809
                1478                 4.01              158.753
                1479                 4.19              142.589
                1480                 3.65              182.954
                1481                 3.65              182.774
                1482                 4.19              143.525
                1483                 4.01              158.083
                1484                 3.47              217.361
                1485                 3.30              215.714
                1486                 3.92              167.893
                1487                 4.45              121.329
                1488                 3.83              175.021
                1489                 3.39              188.234
                1490                 3.74              189.354
                1491                 4.01              154.276
                1492                 3.92              168.680
                1493                 3.47              182.258
                1494                 3.74              178.732
                1495                 4.37              127.198
                1496                 4.01              161.482
                1497                 3.30              230.532
                1498                 3.39              230.204
                1499                 4.01              159.618
                1500                 4.37              130.324
                1501                 3.74              179.153
                1502                 3.56              180.976
                1503                 4.01              157.887
                1504                 4.01              153.387
                1505                 3.65              200.537
                1506                 3.30              192.599
                1507                 3.83              170.100
                1508                 4.45              122.952
                1509                 3.92              167.831
                1510                 3.30              201.172
                1511                 3.56              208.034
                1512                 4.01              153.354
                1513                 4.10              151.477
                1514                 3.56              179.112
                1515                 3.65              178.125
                1516                 4.28              136.732
                1517                 4.01              156.406
                1518                 3.39              226.471
                1519                 3.30              223.835
                1520                 4.01              160.972
                1521                 4.37              126.154
                1522                 3.83              173.570
                1523                 3.47              180.049
                1524                 3.92              175.963
                1525                 4.10              151.351
                1526                 3.83              180.154
                1527                 3.47              180.307
                1528                 3.83              172.459
                1529                 4.45              126.004
                1530                 4.01              160.752
                1531                 3.30              219.586
                1532                 3.47              224.470
                1533                 4.01              154.016
                1534                 4.28              138.988
                1535                 3.74              176.263
                1536                 3.65              177.209
                1537                 4.19              147.914
                1538                 4.10              151.828
                1539                 3.56              212.569
                1540                 3.30              200.356
                1541                 3.92              163.879
                1542                 4.45              126.724
                1543                 3.92              166.983
                1544                 3.39              185.600
                1545                 3.74              195.839
                1546                 4.10              150.195
                1547                 4.01              161.289
                1548                 3.56              175.854
                1549                 3.74              173.178
                1550                 4.37              133.474
                1551                 4.01              155.225
                1552                 3.39              227.812
                1553                 3.30              226.797
                1554                 4.01              155.806
                1555                 4.37              133.184
                1556                 3.83              171.789
                1557                 3.56              175.138
                1558                 4.01              164.626
                1559                 4.10              148.961
                1560                 3.74              192.193
                1561                 3.47              180.405
                1562                 3.92              166.048
                1563                 4.45              129.086
                1564                 4.01              160.188
                1565                 3.30              201.291
                1566                 3.56              215.314
                1567                 4.10              150.121
                1568                 4.19              147.576
                1569                 3.65              173.022
                1570                 3.74              173.085
                1571                 4.19              142.092
                1572                 4.10              150.634
                1573                 3.47              222.041
                1574                 3.30              209.729
                1575                 4.01              157.972
                1576                 4.45              130.503
                1577                 3.92              165.998
                1578                 3.47              175.575
                1579                 3.83              183.362
                1580                 4.10              146.903
                1581                 3.92              172.209
                1582                 3.56              173.194
                1583                 3.83              167.846
                1584                 4.37              134.288
                1585                 4.01              154.498
                1586                 3.30              219.599
                1587                 3.39              226.446
                1588                 4.10              150.981
                1589                 4.28              139.983
                1590                 3.83              169.576
                1591                 3.65              171.413
                1592                 4.10              156.089
                1593                 4.10              146.887
                1594                 3.65              204.212
                1595                 3.39              185.443
                1596                 4.01              159.717
                1597                 4.45              132.558
                1598                 4.01              159.656
                1599                 3.39              184.325
                1600                 3.65              203.603
                1601                 4.10              146.140
                1602                 4.10              156.903
                1603                 3.65              170.032
                1604                 3.83              168.400
                1605                 4.28              141.366
                1606                 4.10              149.819
                1607                 3.39              225.391
                1608                 3.39              216.885
                1609                 4.10              152.320
                1610                 4.37              137.431
                1611                 3.92              164.721
                1612                 3.56              169.577
                1613                 3.92              172.186
                1614                 4.19              144.605
                1615                 3.83              184.095
                1616                 3.56              171.917
                1617                 3.92              162.396
                1618                 4.37              136.038
                1619                 4.01              154.105
                1620                 3.39              202.781
                1621                 3.47              220.039
                1622                 4.10              146.721
                1623                 4.19              147.391
                1624                 3.74              167.040
                1625                 3.74              167.754
                1626                 4.19              151.226
                1627                 4.19              145.373
                1628                 3.56              215.028
                1629                 3.39              193.983
                1630                 4.01              154.770
                1631                 4.37              136.962
                1632                 3.92              159.068
                1633                 3.56              172.310
                1634                 3.74              191.245
                1635                 4.19              143.773
                1636                 4.01              167.346
                1637                 3.65              167.267
                1638                 3.92              163.273
                1639                 4.37              141.250
                1640                 4.10              149.354
                1641                 3.39              220.140
                1642                 3.39              222.635
                1643                 4.10              148.273
                1644                 4.28              143.308
                1645                 3.83              163.086
                1646                 3.74              165.850
                1647                 4.01              164.610
                1648                 4.19              143.336
                1649                 3.74              196.550
                1650                 3.47              173.488
                1651                 4.01              157.011
                1652                 4.37              139.917
                1653                 4.01              153.874
                1654                 3.47              184.479
                1655                 3.56              210.002
                1656                 4.19              143.776
                1657                 4.10              156.532
                1658                 3.74              164.461
                1659                 3.83              163.777
                1660                 4.19              148.714
                1661                 4.19              144.929
                1662                 3.47              221.705
                1663                 3.39              204.239
                1664                 4.10              150.170
                1665                 4.37              143.292
                1666                 3.92              158.417
                1667                 3.65              165.955
                1668                 3.83              181.001
                1669                 4.19              141.885
                1670                 3.92              178.941
                1671                 3.65              165.369
                1672                 3.92              158.315
                1673                 4.37              144.397
                1674                 4.10              149.140
                1675                 3.39              205.387
                1676                 3.47              221.690
                1677                 4.19              144.493
                1678                 4.19              150.259
                1679                 3.83              161.281
                1680                 3.83              162.308
                1681                 4.10              161.163
                1682                 4.19              142.395
                1683                 3.65              208.603
                1684                 3.47              179.723
                1685                 4.10              151.738
                1686                 4.37              145.107
                1687                 4.01              153.607
                1688                 3.56              171.498
                1689                 3.74              199.705
                1690                 4.19              141.384
                1691                 4.01              167.740
                1692                 3.74              161.872
                1693                 3.92              159.479
                1694                 4.28              151.146
                1695                 4.19              144.719
                1696                 3.47              218.242
                1697                 3.39              212.311
                1698                 4.10              145.571
                1699                 4.28              149.855
                1700                 3.92              157.381
                1701                 3.74              161.672
                1702                 3.92              175.090
                1703                 4.19              140.309
                1704                 3.74              192.711
                1705                 3.65              165.141
                1706                 4.01              153.966
                1707                 4.37              147.975
                1708                 4.10              149.025
                1709                 3.47              187.132
                1710                 3.56              216.965
                1711                 4.19              141.850
                1712                 4.10              159.617
                1713                 3.83              159.090
                1714                 3.83              158.679
                1715                 4.19              159.599
                1716                 4.19              141.839
                1717                 3.56              217.753
                1718                 3.47              188.836
                1719                 4.10              147.917
                1720                 4.28              149.657
                1721                 4.01              153.113
                1722                 3.65              163.264
                1723                 3.83              192.569
                1724                 4.19              139.189
                1725                 3.92              180.724
                1726                 3.74              159.788
                1727                 4.01              154.969
                1728                 4.28              154.336
                1729                 4.19              144.657
                1730                 3.47              206.631
                1731                 3.47              217.853
                1732                 4.19              142.984
                1733                 4.19              157.639
                1734                 3.92              155.889
                1735                 3.83              158.102
                1736                 4.01              173.344
                1737                 4.19              139.212
                1738                 3.65              206.598
                1739                 3.56              168.316
                1740                 4.10              149.665
                1741                 4.28              153.468
                1742                 4.10              148.832
                1743                 3.56              171.918
                1744                 3.65              211.205
                1745                 4.19              139.209
                1746                 4.01              171.652
                1747                 3.83              156.755
                1748                 3.92              155.178
                1749                 4.19              162.429
                1750                 4.19              141.634
                1751                 3.47              217.984
                1752                 3.47              199.054
                1753                 4.19              144.296
                1754                 4.28              157.770
                1755                 4.01              152.244
                1756                 3.74              157.900
                1757                 3.83              188.441
                1758                 4.28              138.353
                1759                 3.83              194.704
                1760                 3.74              158.872
                1761                 4.01              150.537
                1762                 4.28              158.610
                1763                 4.19              144.606
                1764                 3.47              188.953
                1765                 3.56              218.207
                1766                 4.19              140.173
                1767                 4.10              167.935
                1768                 3.92              153.990
                1769                 3.92              154.594
                1770                 4.10              172.448
                1771                 4.28              138.936
                1772                 3.56              215.619
                1773                 3.56              175.065
                1774                 4.10              145.581
                1775                 4.28              160.151
                1776                 4.10              148.388
                1777                 3.65              161.476
                1778                 3.74              206.416
                1779                 4.28              138.168
                1780                 3.92              185.748
                1781                 3.83              154.690
                1782                 4.01              151.549
                1783                 4.19              166.416
                1784                 4.19              141.663
                1785                 3.47              207.524
                1786                 3.47              206.933
                1787                 4.19              141.614
                1788                 4.19              167.243
                1789                 4.01              150.926
                1790                 3.83              153.952
                1791                 3.92              188.576
                1792                 4.28              137.949
                1793                 3.74              208.104
                1794                 3.74              159.777
                1795                 4.10              147.286
                1796                 4.19              165.155
                1797                 4.19              144.404
                1798                 3.56              172.366
                1799                 3.56              216.755
                1800                 4.28              138.494
                1801                 4.01              180.815
                1802                 3.92              151.879
                1803                 4.01              150.899
                1804                 4.10              176.274
                1805                 4.28              138.940
                1806                 3.56              217.524
                1807                 3.56              183.611
                1808                 4.19              142.971
                1809                 4.19              169.488
                1810                 4.10              147.554
                1811                 3.83              154.670
                1812                 3.74              203.728
                1813                 4.28              137.499
                1814                 3.83              200.541
                1815                 3.83              153.431
                1816                 4.10              147.745
                1817                 4.10              171.289
                1818                 4.19              141.744
                1819                 3.56              190.710
                1820                 3.56              212.631
                1821                 4.28              139.076
                1822                 4.10              178.533
                1823                 4.01              149.198
                1824                 3.92              150.575
                1825                 3.92              190.453
                1826                 4.28              137.825
                1827                 3.65              217.427
                1828                 3.65              163.611
                1829                 4.19              143.745
                1830                 4.19              172.777
                1831                 4.19              143.888
                1832                 3.74              160.815
                1833                 3.65              216.989
                1834                 4.28              137.608
                1835                 3.92              195.277
                1836                 3.92              149.907
                1837                 4.01              147.690
                1838                 4.01              182.001
                1839                 4.28              138.972
                1840                 3.56              207.094
                1841                 3.56              191.732
                1842                 4.19              140.438
                1843                 4.10              180.833
                1844                 4.10              146.266
                1845                 3.92              150.217
                1846                 3.83              205.601
                1847                 4.28              137.189
                1848                 3.74              213.404
                1849                 3.83              153.485
                1850                 4.10              144.584
                1851                 4.10              181.563
                1852                 4.19              141.663
                1853                 3.65              173.437
                1854                 3.56              214.772
                1855                 4.28              138.061
                1856                 3.92              193.198
                1857                 4.01              147.243
                1858                 4.01              147.309
                1859                 3.92              196.094
                1860                 4.28              137.874
                1861                 3.56              214.681
                1862                 3.65              169.212
                1863                 4.19              141.531
                1864                 4.01              184.761
                1865                 4.10              143.174
                1866                 3.83              153.335
                1867                 3.74              215.779
                1868                 4.28              137.097
                1869                 3.83              209.158
                1870                 3.92              148.522
                1871                 4.10              144.730
                1872                 4.01              191.990
                1873                 4.19              139.129
                1874                 3.65              188.330
                1875                 3.56              196.367
                1876                 4.28              138.495
                1877                 3.92              194.589
                1878                 4.10              144.572
                1879                 3.92              146.689
                1880                 3.83              209.735
                1881                 4.28              137.169
                1882                 3.65              218.651
                1883                 3.83              155.015
                1884                 4.19              141.824
                1885                 4.01              193.843
                1886                 4.19              141.206
                1887                 3.74              160.389
                1888                 3.65              215.708
                1889                 4.28              137.357
                1890                 3.83              209.538
                1891                 4.01              145.393
                1892                 4.10              143.828
                1893                 3.92              203.952
                1894                 4.28              137.864
                1895                 3.65              201.324
                1896                 3.65              173.921
                1897                 4.19              139.405
                1898                 3.92              201.196
                1899                 4.10              142.158
                1900                 3.92              148.115
                1901                 3.74              218.044
                1902                 4.28              136.930
                1903                 3.74              217.938
                1904                 3.92              148.096
                1905                 4.10              141.674
                1906                 3.92              204.576
                1907                 4.19              139.203
                1908                 3.74              170.518
                1909                 3.65              198.737
                1910                 4.28              137.597
                1911                 3.83              211.898
                1912                 4.10              142.678
                1913                 4.01              143.843
                1914                 3.74              214.787
                1915                 4.28              137.179
                1916                 3.65              209.146
                1917                 3.83              157.381
                1918                 4.19              139.849
                1919                 3.83              207.707
                1920                 4.19              140.210
                1921                 3.83              151.626
                1922                 3.65              213.685
                1923                 4.28              136.947
                1924                 3.74              219.106
                1925                 4.01              144.069
                1926                 4.10              141.524
                1927                 3.83              215.158
                1928                 4.19              137.617
                1929                 3.65              180.017
                1930                 3.74              175.443
                1931                 4.19              137.918
                1932                 3.83              215.862
                1933                 4.10              140.813
                1934                 4.01              144.079
                1935                 3.74              217.314
                1936                 4.28              136.784
                1937                 3.65              210.796
                1938                 3.92              148.563
                1939                 4.19              139.390
                1940                 3.83              216.648
                1941                 4.19              138.746
                1942                 3.83              157.339
                1943                 3.65              193.116
                1944                 4.28              136.794
                1945                 3.74              218.985
                1946                 4.01              141.047
                1947                 4.10              140.855
                1948                 3.74              218.954
                1949                 4.19              136.870
                1950                 3.74              185.182
                1951                 3.83              158.435
                1952                 4.19              138.222
                1953                 3.74              219.545
                1954                 4.19              138.620
                1955                 3.92              146.120
                1956                 3.65              202.223
                1957                 4.19              136.427
                1958                 3.65              206.023
                1959                 4.01              143.598
                1960                 4.10              139.163
                1961                 3.74              217.443
                1962                 4.19              137.651
                1963                 3.83              161.461
                1964                 3.74              169.808
                1965                 4.19              137.272
                1966                 3.74              212.603
                1967                 4.10              139.603
                1968                 4.01              141.510
                1969                 3.74              202.877
                1970                 4.19              136.856
                1971                 3.74              182.012
                1972                 3.92              148.679
                1973                 4.19              137.609
                1974                 3.74              208.874
                1975                 4.19              137.504
                1976                 3.92              148.548
                1977                 3.74              175.447
                1978                 4.19              136.934
                1979                 3.74              191.606
                1980                 4.01              141.142
                1981                 4.10              139.309
                1982                 3.74              193.378
                1983                 4.19              137.011
                1984                 3.83              159.241
                1985                 3.92              152.771
                1986                 4.10              136.977
                1987                 3.74              186.271
                1988                 4.10              138.799
                1989                 4.01              143.025
                1990                 3.83              167.950
                1991                 4.10              136.823
                1992                 3.83              162.965
                1993                 4.01              143.778
                1994                 4.10              138.962
                1995                 3.83              166.029
                1996                 4.10              138.660
                1997                 3.92              146.599
                1998                 3.92              149.293
                1999                 4.01              139.317
                2000                 3.92              148.583
--------------------------------------------------------------
          Minimum =                  3.12                94.65
          Maximun =                  4.45               263.38
          Average =                  3.83               177.99
          Std dev =                  0.34                37.05

            Sigma =                  3.83  +/- 0.34 A   
          Epsilon =                177.99  +/- 37.05 cm-1
