     Orientation no.            sigma (A)       epsilon (cm-1)
                1069                 3.21               35.126
                1070                 3.03               35.696
                1071                 4.10               27.288
                1072                 3.47               39.982
                1073                 3.83               26.474
                1074                 3.03               43.680
                1075                 3.39               37.889
                1076                 4.19               34.515
                1077                 3.30               37.390
                1078                 2.94               43.662
                1079                 3.92               25.923
                1080                 3.47               39.814
                1081                 4.10               27.040
                1082                 3.03               36.566
                1083                 3.21               35.313
                1084                 4.19               31.754
                1085                 3.47               39.164
                1086                 3.47               32.492
                1087                 3.30               36.040
                1088                 3.47               38.724
                1089                 4.19               32.969
                1090                 3.21               35.540
                1091                 3.03               38.101
                1092                 4.10               26.493
                1093                 3.47               39.436
                1094                 3.92               26.143
                1095                 2.94               42.333
                1096                 3.30               36.593
                1097                 4.19               34.159
                1098                 3.39               37.964
                1099                 3.12               42.154
                1100                 3.65               28.800
                1101                 3.47               39.108
                1102                 4.10               29.588
                1103                 3.12               34.813
                1104                 3.12               34.770
                1105                 4.10               29.812
                1106                 3.47               38.951
                1107                 3.65               29.185
                1108                 3.12               42.193
                1109                 3.39               37.720
                1110                 4.19               34.054
                1111                 3.30               36.234
                1112                 2.94               41.987
                1113                 3.92               26.911
                1114                 3.56               38.896
                1115                 4.01               27.322
                1116                 3.03               37.911
                1117                 3.30               35.158
                1118                 4.19               33.203
                1119                 3.47               38.053
                1120                 3.30               37.305
                1121                 3.39               33.496
                1122                 3.47               38.282
                1123                 4.19               32.169
                1124                 3.21               34.593
                1125                 3.03               35.693
                1126                 4.10               28.680
                1127                 3.56               38.499
                1128                 3.83               27.866
                1129                 2.94               43.694
                1130                 3.39               36.478
                1131                 4.19               33.991
                1132                 3.39               36.724
                1133                 3.03               43.997
                1134                 3.74               28.626
                1135                 3.56               38.235
                1136                 4.10               29.652
                1137                 3.12               34.798
                1138                 3.21               34.191
                1139                 4.10               31.880
                1140                 3.47               37.775
                1141                 3.47               32.819
                1142                 3.21               40.041
                1143                 3.47               37.273
                1144                 4.19               33.489
                1145                 3.30               34.994
                1146                 3.03               38.669
                1147                 4.01               28.186
                1148                 3.56               38.004
                1149                 3.92               28.264
                1150                 2.94               39.882
                1151                 3.30               35.045
                1152                 4.19               33.557
                1153                 3.47               36.845
                1154                 3.12               41.905
                1155                 3.56               32.117
                1156                 3.56               37.417
                1157                 4.10               31.961
                1158                 3.21               33.731
                1159                 3.12               34.060
                1160                 4.10               30.918
                1161                 3.56               37.479
                1162                 3.65               30.275
                1163                 3.03               44.217
                1164                 3.47               35.997
                1165                 4.19               33.448
                1166                 3.39               35.414
                1167                 2.94               42.771
                1168                 3.83               29.235
                1169                 3.56               37.314
                1170                 4.01               29.936
                1171                 3.03               35.571
                1172                 3.30               33.807
                1173                 4.19               32.815
                1174                 3.56               36.560
                1175                 3.30               37.240
                1176                 3.30               37.893
                1177                 3.56               36.434
                1178                 4.19               32.894
                1179                 3.30               33.758
                1180                 3.03               35.717
                1181                 4.01               30.232
                1182                 3.56               36.861
                1183                 3.83               29.765
                1184                 2.94               42.165
                1185                 3.39               34.871
                1186                 4.19               33.044
                1187                 3.47               35.584
                1188                 3.03               44.364
                1189                 3.65               31.644
                1190                 3.56               36.557
                1191                 4.10               31.772
                1192                 3.12               33.117
                1193                 3.21               33.039
                1194                 4.10               32.551
                1195                 3.56               36.346
                1196                 3.47               33.414
                1197                 3.12               43.250
                1198                 3.47               35.557
                1199                 4.19               32.879
                1200                 3.39               34.087
                1201                 3.03               39.375
                1202                 3.83               30.252
                1203                 3.65               36.182
                1204                 3.92               30.680
                1205                 3.03               37.206
                1206                 3.39               33.461
                1207                 4.19               32.808
                1208                 3.56               35.423
                1209                 3.21               41.479
                1210                 3.39               36.232
                1211                 3.56               35.771
                1212                 4.10               32.922
                1213                 3.30               32.614
                1214                 3.12               33.417
                1215                 4.01               32.007
                1216                 3.65               35.747
                1217                 3.65               31.838
                1218                 3.03               43.805
                1219                 3.47               34.461
                1220                 4.19               32.137
                1221                 3.47               34.306
                1222                 3.03               43.338
                1223                 3.74               31.810
                1224                 3.65               35.567
                1225                 4.01               32.149
                1226                 3.12               33.408
                1227                 3.30               32.436
                1228                 4.10               32.860
                1229                 3.56               35.165
                1230                 3.39               37.562
                1231                 3.21               41.745
                1232                 3.56               34.903
                1233                 4.19               32.395
                1234                 3.39               32.789
                1235                 3.03               35.870
                1236                 3.92               31.959
                1237                 3.65               35.258
                1238                 3.83               31.927
                1239                 3.03               39.341
                1240                 3.39               33.142
                1241                 4.19               31.828
                1242                 3.56               34.264
                1243                 3.03               44.390
                1244                 3.47               35.345
                1245                 3.65               34.854
                1246                 4.10               32.827
                1247                 3.21               31.786
                1248                 3.21               31.948
                1249                 4.01               32.691
                1250                 3.65               34.770
                1251                 3.56               34.817
                1252                 3.03               44.870
                1253                 3.56               33.857
                1254                 4.19               31.296
                1255                 3.47               33.037
                1256                 3.03               40.234
                1257                 3.74               32.834
                1258                 3.65               34.594
                1259                 3.92               32.784
                1260                 3.12               34.215
                1261                 3.39               32.034
                1262                 4.19               31.897
                1263                 3.56               33.989
                1264                 3.21               41.925
                1265                 3.30               40.298
                1266                 3.65               34.050
                1267                 4.10               32.122
                1268                 3.39               31.567
                1269                 3.12               32.927
                1270                 3.92               32.999
                1271                 3.65               34.159
                1272                 3.65               33.619
                1273                 3.03               41.787
                1274                 3.47               32.822
                1275                 4.19               30.376
                1276                 3.56               33.106
                1277                 3.03               44.294
                1278                 3.56               35.223
                1279                 3.65               33.909
                1280                 4.01               33.252
                1281                 3.21               31.516
                1282                 3.30               31.108
                1283                 4.10               32.654
                1284                 3.65               33.744
                1285                 3.39               38.585
                1286                 3.12               44.591
                1287                 3.56               33.189
                1288                 4.19               30.743
                1289                 3.47               31.800
                1290                 3.03               36.192
                1291                 3.83               33.791
                1292                 3.74               33.621
                1293                 3.83               33.829
                1294                 3.03               36.015
                1295                 3.47               31.683
                1296                 4.19               30.484
                1297                 3.65               32.925
                1298                 3.12               44.782
                1299                 3.39               39.234
                1300                 3.65               33.262
                1301                 4.10               32.395
                1302                 3.30               30.608
                1303                 3.21               30.984
                1304                 4.01               33.320
                1305                 3.74               33.218
                1306                 3.56               36.414
                1307                 3.03               44.077
                1308                 3.56               32.383
                1309                 4.19               29.040
                1310                 3.56               31.965
                1311                 3.03               41.206
                1312                 3.65               35.511
                1313                 3.74               33.098
                1314                 3.92               33.814
                1315                 3.21               31.676
                1316                 3.39               30.631
                1317                 4.10               30.890
                1318                 3.65               32.718
                1319                 3.21               42.126
                1320                 3.21               43.700
                1321                 3.65               32.608
                1322                 4.19               30.387
                1323                 3.47               30.622
                1324                 3.12               32.639
                1325                 3.92               33.889
                1326                 3.74               32.782
                1327                 3.74               35.206
                1328                 3.03               38.596
                1329                 3.56               31.300
                1330                 4.19               28.461
                1331                 3.65               31.923
                1332                 3.03               45.071
                1333                 3.47               38.592
                1334                 3.74               32.523
                1335                 4.01               32.637
                1336                 3.30               30.018
                1337                 3.30               29.871
                1338                 4.10               31.948
                1339                 3.74               32.382
                1340                 3.39               39.429
                1341                 3.03               45.382
                1342                 3.65               31.839
                1343                 4.19               28.215
                1344                 3.56               30.851
                1345                 3.03               36.670
                1346                 3.74               35.622
                1347                 3.74               32.186
                1348                 3.83               34.734
                1349                 3.12               32.810
                1350                 3.47               30.316
                1351                 4.19               29.133
                1352                 3.65               31.728
                1353                 3.12               45.218
                1354                 3.30               42.684
                1355                 3.74               31.908
                1356                 4.10               30.312
                1357                 3.39               29.618
                1358                 3.21               30.190
                1359                 3.92               33.538
                1360                 3.74               31.830
                1361                 3.56               37.577
                1362                 3.03               41.404
                1363                 3.65               30.846
                1364                 4.28               27.174
                1365                 3.65               30.936
                1366                 3.03               42.184
                1367                 3.56               38.121
                1368                 3.83               31.605
                1369                 3.92               33.025
                1370                 3.30               29.753
                1371                 3.39               29.283
                1372                 4.10               30.190
                1373                 3.74               31.532
                1374                 3.30               42.922
                1375                 3.12               45.831
                1376                 3.74               31.197
                1377                 4.19               27.925
                1378                 3.56               29.777
                1379                 3.12               32.567
                1380                 3.83               35.002
                1381                 3.83               31.462
                1382                 3.74               36.021
                1383                 3.12               34.756
                1384                 3.56               30.040
                1385                 4.28               26.882
                1386                 3.74               30.808
                1387                 3.03               45.445
                1388                 3.39               41.688
                1389                 3.74               31.091
                1390                 4.10               30.600
                1391                 3.39               28.884
                1392                 3.39               28.868
                1393                 4.01               31.812
                1394                 3.83               31.115
                1395                 3.47               40.163
                1396                 3.03               43.911
                1397                 3.65               30.500
                1398                 4.28               26.181
                1399                 3.65               29.966
                1400                 3.03               37.228
                1401                 3.65               37.380
                1402                 3.83               31.040
                1403                 3.83               33.838
                1404                 3.21               30.125
                1405                 3.47               28.974
                1406                 4.19               27.864
                1407                 3.74               30.700
                1408                 3.21               45.377
                1409                 3.21               45.348
                1410                 3.74               30.626
                1411                 4.19               27.851
                1412                 3.47               28.804
                1413                 3.30               29.659
                1414                 3.92               33.409
                1415                 3.83               30.765
                1416                 3.65               37.569
                1417                 3.12               37.269
                1418                 3.65               29.739
                1419                 4.28               25.464
                1420                 3.74               29.974
                1421                 3.03               42.983
                1422                 3.47               40.575
                1423                 3.83               30.588
                1424                 4.01               31.203
                1425                 3.39               28.380
                1426                 3.47               28.265
                1427                 4.10               29.319
                1428                 3.83               30.445
                1429                 3.30               43.073
                1430                 3.12               45.373
                1431                 3.74               30.095
                1432                 4.28               25.523
                1433                 3.65               29.020
                1434                 3.12               32.682
                1435                 3.74               35.962
                1436                 3.83               30.262
                1437                 3.74               35.138
                1438                 3.21               31.367
                1439                 3.56               28.783
                1440                 4.28               25.518
                1441                 3.74               29.909
                1442                 3.12               46.103
                1443                 3.30               44.316
                1444                 3.83               30.126
                1445                 4.10               27.926
                1446                 3.47               28.038
                1447                 3.39               28.163
                1448                 4.01               31.016
                1449                 3.83               30.003
                1450                 3.47               40.137
                1451                 3.03               40.206
                1452                 3.74               29.378
                1453                 4.28               24.312
                1454                 3.74               29.149
                1455                 3.12               38.146
                1456                 3.56               39.047
                1457                 3.92               29.873
                1458                 3.92               31.988
                1459                 3.39               28.185
                1460                 3.56               27.971
                1461                 4.19               26.715
                1462                 3.83               29.773
                1463                 3.21               45.592
                1464                 3.12               46.326
                1465                 3.83               29.605
                1466                 4.19               25.177
                1467                 3.56               28.141
                1468                 3.30               29.471
                1469                 3.83               33.728
                1470                 3.92               29.738
                1471                 3.65               36.837
                1472                 3.21               33.199
                1473                 3.65               28.616
                1474                 4.28               24.047
                1475                 3.74               29.163
                1476                 3.12               43.529
                1477                 3.39               42.781
                1478                 3.92               29.480
                1479                 4.10               28.303
                1480                 3.47               27.431
                1481                 3.47               27.417
                1482                 4.10               28.278
                1483                 3.92               29.432
                1484                 3.39               42.689
                1485                 3.12               43.031
                1486                 3.83               28.938
                1487                 4.28               23.655
                1488                 3.74               28.335
                1489                 3.21               33.134
                1490                 3.65               36.842
                1491                 3.92               29.418
                1492                 3.83               33.083
                1493                 3.30               28.805
                1494                 3.65               27.798
                1495                 4.19               24.395
                1496                 3.83               29.122
                1497                 3.12               46.158
                1498                 3.21               45.939
                1499                 3.83               29.043
                1500                 4.19               25.491
                1501                 3.56               27.408
                1502                 3.39               27.629
                1503                 3.92               30.912
                1504                 3.92               29.203
                1505                 3.56               38.800
                1506                 3.12               36.113
                1507                 3.74               28.422
                1508                 4.28               22.835
                1509                 3.74               28.461
                1510                 3.12               39.042
                1511                 3.47               40.615
                1512                 3.92               29.069
                1513                 4.01               29.130
                1514                 3.47               27.043
                1515                 3.56               27.090
                1516                 4.10               25.769
                1517                 3.92               28.915
                1518                 3.30               44.799
                1519                 3.12               45.110
                1520                 3.83               28.678
                1521                 4.28               23.405
                1522                 3.65               27.604
                1523                 3.30               29.494
                1524                 3.74               33.949
                1525                 3.92               28.818
                1526                 3.74               34.506
                1527                 3.30               29.985
                1528                 3.74               27.635
                1529                 4.28               23.063
                1530                 3.83               28.499
                1531                 3.12               44.195
                1532                 3.30               44.433
                1533                 3.92               28.717
                1534                 4.10               25.863
                1535                 3.56               26.784
                1536                 3.47               26.690
                1537                 4.01               28.015
                1538                 3.92               28.633
                1539                 3.39               40.983
                1540                 3.12               39.157
                1541                 3.83               28.164
                1542                 4.28               22.196
                1543                 3.74               27.795
                1544                 3.21               33.774
                1545                 3.56               37.729
                1546                 4.01               28.481
                1547                 3.92               30.186
                1548                 3.39               27.035
                1549                 3.65               26.959
                1550                 4.19               23.895
                1551                 3.92               28.395
                1552                 3.21               45.742
                1553                 3.21               45.481
                1554                 3.92               28.322
                1555                 4.19               23.343
                1556                 3.65               26.935
                1557                 3.39               27.269
                1558                 3.83               30.705
                1559                 4.01               28.373
                1560                 3.56               36.325
                1561                 3.21               31.989
                1562                 3.74               27.449
                1563                 4.28               21.966
                1564                 3.83               27.904
                1565                 3.12               39.581
                1566                 3.39               41.948
                1567                 4.01               28.186
                1568                 4.01               26.514
                1569                 3.56               26.313
                1570                 3.56               26.290
                1571                 4.10               25.519
                1572                 3.92               28.072
                1573                 3.30               43.385
                1574                 3.12               41.748
                1575                 3.92               27.808
                1576                 4.28               22.095
                1577                 3.74               27.163
                1578                 3.30               29.681
                1579                 3.65               34.273
                1580                 4.01               28.162
                1581                 3.74               31.584
                1582                 3.39               27.720
                1583                 3.74               26.885
                1584                 4.28               22.487
                1585                 3.92               27.885
                1586                 3.12               43.799
                1587                 3.21               44.631
                1588                 3.92               27.859
                1589                 4.19               23.906
                1590                 3.65               26.340
                1591                 3.56               26.115
                1592                 3.92               27.673
                1593                 4.01               27.991
                1594                 3.47               38.919
                1595                 3.21               34.664
                1596                 3.83               27.364
                1597                 4.28               21.421
                1598                 3.83               27.333
                1599                 3.21               34.348
                1600                 3.47               38.631
                1601                 4.01               27.903
                1602                 3.92               27.633
                1603                 3.56               26.054
                1604                 3.65               26.171
                1605                 4.19               23.620
                1606                 4.01               27.673
                1607                 3.21               44.299
                1608                 3.21               43.331
                1609                 3.92               27.584
                1610                 4.28               22.215
                1611                 3.74               26.567
                1612                 3.39               27.062
                1613                 3.83               30.802
                1614                 4.01               27.749
                1615                 3.65               33.788
                1616                 3.39               28.854
                1617                 3.83               26.784
                1618                 4.28               21.679
                1619                 3.92               27.386
                1620                 3.21               39.867
                1621                 3.30               42.495
                1622                 4.01               27.624
                1623                 4.10               24.712
                1624                 3.65               25.856
                1625                 3.65               25.738
                1626                 4.01               25.342
                1627                 4.01               27.587
                1628                 3.39               41.301
                1629                 3.21               37.409
                1630                 3.92               27.188
                1631                 4.28               21.426
                1632                 3.83               26.784
                1633                 3.30               29.921
                1634                 3.65               34.880
                1635                 4.01               27.470
                1636                 3.83               29.263
                1637                 3.47               26.255
                1638                 3.74               26.166
                1639                 4.19               22.336
                1640                 4.01               27.264
                1641                 3.21               43.416
                1642                 3.21               43.685
                1643                 4.01               27.299
                1644                 4.19               22.760
                1645                 3.74               26.025
                1646                 3.56               25.921
                1647                 3.92               28.072
                1648                 4.01               27.297
                1649                 3.56               36.267
                1650                 3.30               30.760
                1651                 3.92               26.600
                1652                 4.28               21.317
                1653                 3.92               26.898
                1654                 3.30               34.588
                1655                 3.47               39.439
                1656                 4.01               27.224
                1657                 4.01               25.859
                1658                 3.65               25.531
                1659                 3.74               25.605
                1660                 4.10               23.828
                1661                 4.01               27.188
                1662                 3.30               42.687
                1663                 3.21               39.671
                1664                 4.01               26.870
                1665                 4.28               21.685
                1666                 3.83               26.260
                1667                 3.47               27.248
                1668                 3.74               31.765
                1669                 4.10               27.130
                1670                 3.74               31.346
                1671                 3.47               26.965
                1672                 3.83               26.167
                1673                 4.28               21.726
                1674                 4.01               26.848
                1675                 3.21               39.729
                1676                 3.30               42.558
                1677                 4.01               27.003
                1678                 4.10               23.568
                1679                 3.74               25.566
                1680                 3.65               25.424
                1681                 4.01               25.914
                1682                 4.10               26.965
                1683                 3.47               38.723
                1684                 3.30               33.070
                1685                 3.92               26.554
                1686                 4.28               21.399
                1687                 3.92               26.421
                1688                 3.39               30.345
                1689                 3.56               36.245
                1690                 4.10               26.951
                1691                 3.92               27.429
                1692                 3.65               25.423
                1693                 3.83               25.546
                1694                 4.19               22.810
                1695                 4.01               26.805
                1696                 3.30               41.998
                1697                 3.30               40.659
                1698                 4.01               26.751
                1699                 4.19               22.340
                1700                 3.83               25.776
                1701                 3.56               25.882
                1702                 3.83               29.125
                1703                 4.10               26.874
                1704                 3.65               33.765
                1705                 3.47               28.056
                1706                 3.92               26.097
                1707                 4.28               21.583
                1708                 4.01               26.429
                1709                 3.30               35.002
                1710                 3.39               40.272
                1711                 4.10               26.720
                1712                 4.01               24.854
                1713                 3.74               25.231
                1714                 3.74               25.254
                1715                 4.01               24.545
                1716                 4.10               26.673
                1717                 3.39               40.497
                1718                 3.30               35.297
                1719                 4.01               26.397
                1720                 4.19               21.668
                1721                 3.92               25.960
                1722                 3.47               27.550
                1723                 3.65               33.244
                1724                 4.10               26.709
                1725                 3.83               29.420
                1726                 3.56               25.826
                1727                 3.83               25.589
                1728                 4.19               22.488
                1729                 4.01               26.442
                1730                 3.30               39.078
                1731                 3.30               40.886
                1732                 4.10               26.421
                1733                 4.10               23.335
                1734                 3.83               25.360
                1735                 3.65               25.246
                1736                 3.92               27.193
                1737                 4.10               26.590
                1738                 3.56               36.279
                1739                 3.39               29.626
                1740                 3.92               25.935
                1741                 4.19               21.857
                1742                 4.01               26.008
                1743                 3.39               30.738
                1744                 3.47               37.556
                1745                 4.10               26.518
                1746                 3.92               26.685
                1747                 3.74               25.074
                1748                 3.83               25.211
                1749                 4.10               23.913
                1750                 4.10               26.366
                1751                 3.30               40.066
                1752                 3.30               36.923
                1753                 4.01               26.201
                1754                 4.19               22.640
                1755                 3.92               25.531
                1756                 3.56               25.957
                1757                 3.74               30.878
                1758                 4.10               26.425
                1759                 3.65               32.301
                1760                 3.56               26.568
                1761                 3.92               25.625
                1762                 4.19               22.596
                1763                 4.01               26.097
                1764                 3.39               34.677
                1765                 3.39               39.763
                1766                 4.10               26.302
                1767                 4.01               24.878
                1768                 3.83               25.050
                1769                 3.74               25.026
                1770                 3.92               26.175
                1771                 4.10               26.302
                1772                 3.47               38.316
                1773                 3.39               31.429
                1774                 4.01               25.928
                1775                 4.19               22.647
                1776                 4.01               25.596
                1777                 3.47               27.772
                1778                 3.56               35.090
                1779                 4.10               26.247
                1780                 3.83               29.013
                1781                 3.65               25.235
                1782                 3.92               25.156
                1783                 4.10               23.891
                1784                 4.10               26.050
                1785                 3.39               37.776
                1786                 3.39               37.653
                1787                 4.10               26.026
                1788                 4.10               23.984
                1789                 3.92               25.162
                1790                 3.65               25.196
                1791                 3.83               29.253
                1792                 4.10               26.139
                1793                 3.56               35.128
                1794                 3.56               27.597
                1795                 4.01               25.516
                1796                 4.10               23.187
                1797                 4.01               25.767
                1798                 3.47               30.854
                1799                 3.47               38.027
                1800                 4.10               26.075
                1801                 3.92               27.008
                1802                 3.83               24.895
                1803                 3.83               24.990
                1804                 3.92               25.766
                1805                 4.10               26.021
                1806                 3.39               38.505
                1807                 3.39               32.921
                1808                 4.01               25.691
                1809                 4.10               23.933
                1810                 3.92               25.283
                1811                 3.65               26.275
                1812                 3.65               33.285
                1813                 4.10               25.964
                1814                 3.65               31.844
                1815                 3.65               25.760
                1816                 3.92               25.223
                1817                 4.10               24.336
                1818                 4.10               25.725
                1819                 3.39               34.118
                1820                 3.39               37.669
                1821                 4.10               25.883
                1822                 4.01               25.849
                1823                 3.92               24.893
                1824                 3.74               24.939
                1825                 3.83               28.878
                1826                 4.10               25.875
                1827                 3.47               37.001
                1828                 3.56               28.806
                1829                 4.01               25.499
                1830                 4.10               24.394
                1831                 4.01               25.458
                1832                 3.56               28.240
                1833                 3.47               36.360
                1834                 4.10               25.813
                1835                 3.74               29.651
                1836                 3.74               25.030
                1837                 3.92               24.969
                1838                 3.92               26.406
                1839                 4.10               25.746
                1840                 3.39               36.243
                1841                 3.47               33.945
                1842                 4.10               25.630
                1843                 4.01               25.832
                1844                 3.92               25.067
                1845                 3.74               25.543
                1846                 3.65               32.379
                1847                 4.10               25.711
                1848                 3.56               34.747
                1849                 3.65               26.515
                1850                 4.01               25.194
                1851                 4.01               25.787
                1852                 4.10               25.393
                1853                 3.47               30.662
                1854                 3.47               37.025
                1855                 4.10               25.670
                1856                 3.83               28.788
                1857                 3.83               24.886
                1858                 3.83               24.929
                1859                 3.83               29.279
                1860                 4.10               25.638
                1861                 3.47               36.931
                1862                 3.56               29.984
                1863                 4.10               25.292
                1864                 3.92               26.416
                1865                 4.01               25.187
                1866                 3.65               26.718
                1867                 3.56               35.570
                1868                 4.10               25.574
                1869                 3.65               33.025
                1870                 3.74               25.449
                1871                 3.92               24.959
                1872                 3.92               27.824
                1873                 4.10               25.470
                1874                 3.47               33.167
                1875                 3.47               34.392
                1876                 4.10               25.494
                1877                 3.83               28.672
                1878                 3.92               24.961
                1879                 3.83               25.215
                1880                 3.65               32.463
                1881                 4.10               25.501
                1882                 3.56               36.103
                1883                 3.65               27.393
                1884                 4.01               25.167
                1885                 3.92               27.995
                1886                 4.01               25.167
                1887                 3.65               28.349
                1888                 3.47               36.137
                1889                 4.10               25.458
                1890                 3.74               32.099
                1891                 3.83               25.088
                1892                 3.92               24.959
                1893                 3.74               30.584
                1894                 4.10               25.415
                1895                 3.47               34.597
                1896                 3.56               30.805
                1897                 4.10               25.253
                1898                 3.83               29.627
                1899                 4.01               24.988
                1900                 3.74               25.983
                1901                 3.56               35.193
                1902                 4.10               25.385
                1903                 3.56               35.339
                1904                 3.74               26.053
                1905                 4.01               24.993
                1906                 3.83               30.278
                1907                 4.10               25.189
                1908                 3.56               30.208
                1909                 3.56               33.961
                1910                 4.10               25.324
                1911                 3.74               32.294
                1912                 3.92               25.018
                1913                 3.83               25.097
                1914                 3.65               33.714
                1915                 4.10               25.319
                1916                 3.56               35.071
                1917                 3.65               28.162
                1918                 4.01               25.043
                1919                 3.74               31.318
                1920                 4.01               25.053
                1921                 3.74               27.075
                1922                 3.56               35.428
                1923                 4.10               25.284
                1924                 3.65               34.776
                1925                 3.83               25.504
                1926                 3.92               24.961
                1927                 3.74               32.930
                1928                 4.10               25.182
                1929                 3.56               31.597
                1930                 3.56               30.809
                1931                 4.10               25.136
                1932                 3.65               33.188
                1933                 4.01               24.915
                1934                 3.83               25.729
                1935                 3.56               35.210
                1936                 4.10               25.224
                1937                 3.56               35.020
                1938                 3.74               26.714
                1939                 4.01               25.033
                1940                 3.65               33.515
                1941                 4.01               25.005
                1942                 3.65               28.175
                1943                 3.56               33.108
                1944                 4.10               25.157
                1945                 3.65               34.881
                1946                 3.92               25.298
                1947                 3.92               25.257
                1948                 3.65               34.876
                1949                 4.10               25.116
                1950                 3.56               32.011
                1951                 3.74               28.428
                1952                 4.01               25.007
                1953                 3.65               34.673
                1954                 4.01               25.054
                1955                 3.83               26.460
                1956                 3.56               33.972
                1957                 4.10               25.109
                1958                 3.56               34.316
                1959                 3.83               26.101
                1960                 4.01               25.049
                1961                 3.65               34.856
                1962                 4.01               25.011
                1963                 3.74               28.962
                1964                 3.65               30.225
                1965                 4.01               24.978
                1966                 3.65               34.616
                1967                 3.92               25.323
                1968                 3.92               25.683
                1969                 3.65               33.828
                1970                 4.10               24.992
                1971                 3.65               31.681
                1972                 3.74               27.096
                1973                 4.01               25.144
                1974                 3.65               34.325
                1975                 4.01               25.158
                1976                 3.83               27.149
                1977                 3.65               30.932
                1978                 4.01               25.078
                1979                 3.65               32.718
                1980                 3.92               25.869
                1981                 3.92               25.588
                1982                 3.65               32.894
                1983                 4.01               25.184
                1984                 3.74               28.938
                1985                 3.74               28.082
                1986                 4.01               25.243
                1987                 3.65               32.146
                1988                 3.92               25.590
                1989                 3.83               26.470
                1990                 3.74               30.030
                1991                 4.01               25.290
                1992                 3.74               29.471
                1993                 3.83               26.730
                1994                 3.92               25.795
                1995                 3.74               29.858
                1996                 3.92               25.742
                1997                 3.83               27.279
                1998                 3.83               27.629
                1999                 3.92               26.031
                2000                 3.83               27.576
--------------------------------------------------------------
          Minimum =                  2.94                20.52
          Maximun =                  4.28                46.72
          Average =                  3.69                31.27
          Std dev =                  0.35                 5.86

            Sigma =                  3.69  +/- 0.35 A   
          Epsilon =                 31.27  +/- 5.86 cm-1
